ID,meta.userAgent,meta.platform,meta.language,meta.locale,meta.timeZone,meta.timezoneOffset,meta.screen_width,meta.screen_height,meta.scroll_width,meta.scroll_height,meta.window_innerWidth,meta.window_innerHeight,meta.devicePixelRatio,PROLIFIC_PID,framingCondition,sociodemo_gender,sociodemo_priorExperience,sociodemo_residency,sociodemo_education,feedback_critic,attCheck_text,sociodemo_universityAffiliation,sociodemo_universityField,reflection_ecological,reflection_social,reflection_economic,EcologicalDimension-1,EcologicalDimension-3,EcologicalDimension-4,EcologicalDimension-2,Bioinspiration-VRtN1,Bioinspiration-PN4,Bioinspiration-VRtN4r,Bioinspiration-IPI1,Bioinspiration-PN2r,Bioinspiration-VRtN2,Bioinspiration-IPI2r,Bioinspiration-PN3,Bioinspiration-IPI3,Bioinspiration-IPI4,Bioinspiration-VRtN3,Bioinspiration-PN1,evalInf-6,evalInf-5,evalInf-8,evalInf-2,evalInf-3,evalInf-4,evalInf-10,evalInf-7,evalInf-1,evalInf-9,GAToRS-4pp,GAToRS-3sp,GAToRS-4pn,GAToRS-5pp,GAToRS-1pp,GAToRS-3pp,GAToRS-4sp,GAToRS-2pn,GAToRS-2sp,GAToRS-1sn,GAToRS-3pn,GAToRS-5pn,GAToRS-1pn,GAToRS-4sn,GAToRS-5sn,GAToRS-5sp,GAToRS-2pp,GAToRS-1sp,GAToRS-3sn,GAToRS-2sn,dummy_informedconsent,commCheck,feedback_conscientiousCompletion,sociodemo_age,whichItemsFirst,socio_age,socio_sex,socio_ethnicity,socio_student,socio_employment,total_min_prolific
211,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1366,768,1366,499,1366,607,1,5f2447bc5eb3020009277023,bio-inspired,male,no,GB,masters,,I read the instructions,no,,"The soft robot highlights how such robots can be created using technology that does not have such a large impact on the environment. Uses air, 3D printed parts, and being soft means there is less wear and tear. This is in contrast to more conventional robots that use electricity, standard manufactured parts and are made from hard mechanical materials, which means they can become faulty over time and could require replacing entirely.","The robot uses soft touch technology so there is minimal harm to humans when interacting with the robot. It is inspired by nature so that it can safely transport gripped items, in a stable and steady way.",The robot demonstrates that it is possible to build a prototype using more sustainable techniques. I would expect to see costings of this being produced so that this can be compared against more conventional manufacturing techniques for robots. Potential also to reduce this cost if the techniques are adopted in a more widespread way due to economies of scale.,5,5,1,5,1,1,2,6,7,3,6,1,6,6,6,2,5,5,4,6,5,5,5,4,5,5,3,5,5,5,3,5,7,5,5,6,4,3,5,7,7,5,5,7,5,6,1,1,1,45,bioinspired,NA,NA,NA,NA,NA,21.6
212,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,1440,900,1440,499,1440,710,1,62f3b543dce069211e8e982c,tech-inspired,male,no,GB,bachelors,All good!,I read the instructions,no,,"Less precious resources are made in the construction of the robots, and far less energy is used in the powering of them (compressed air is ecologically more sustainable than batteries or generated electricity, for example)","This is connected to the previous section. These soft robots are much cheaper to produce and maintain which means they are affordable to larger groups of people. This means more people can enjoy the many benefits of the robots, and can afford to adapt them to their own needs (rather than having robots that are essentially designed for something different)","It is obviously going to be much cheaper to make (needing far fewer electronic resources, for example). It also uses more readily available resources (less metal for example). The fact that they are more robust and last longer adds to the economic benefits.",6,7,6,7,5,5,6,6,4,5,6,5,6,5,5,5,5,4,4,6,4,5,5,5,4,5,4,5,3,3,6,5,6,4,6,3,3,4,4,5,4,2,6,6,2,5,1,1,1,65,sustainable,NA,NA,NA,NA,NA,21.6
213,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1872,499,1872,948,1,56ab6fd869b24700065cbdbd,bio-inspired,male,no,GB,level_3,,I read the instructions,no,,Does not require energy intensive machinery to make and also does not require electricity to operate,The soft robot is a machine is inclusive and a practical aid for those with disabilities,"The employment opportunities arise from a new field in robotics, while the 3d printing of soft robots massively saves on resources",6,6,5,6,2,2,5,5,6,5,5,3,6,5,5,2,5,6,5,6,6,5,5,5,5,5,5,3,2,4,4,4,6,4,5,5,3,5,3,6,5,5,4,6,6,5,1,1,1,57,sustainable,NA,NA,NA,NA,NA,21.6
215,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1536,864,1536,499,1536,695,1.25,67bcba4cce51e01aa4648b3b,bio-inspired,female,no,GB,bachelors,More examples of real world applications would have been helpful.,I read the instructions.,no,,The SRW is highly adaptable and has movements that can be applied to tasks in the environment. It has a flexible grip and can be operated in very cold environments. It is highly sustainable.,It will be affordable to less economically wealthy nations. That will be much fairer and result in all types of groups in society benefitting. ,It is very adaptable and does not rely on electronics. It's likely to be long lasting and relatively cheap to produce and maintain. Its carbo footprint will be low. It will be available on a much cheaper basis than conventional robotics.,7,7,7,7,6,4,6,7,4,7,6,4,6,6,6,4,6,6,5,6,6,5,5,4,5,6,4,6,4,4,5,4,6,3,7,4,5,5,4,5,5,5,4,7,3,6,1,1,1,66,bioinspired,NA,NA,NA,NA,NA,21.6
216,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1280,720,1272,499,1272,588,1.5,5bb0f624a1c73d0001b9d62d,tech-inspired,male,no,GB,doctorate,none,I read the instructions,no,,this soft robot would have a lower impact on the environment it interacts with resulting in less damage to an ecosystem in comparrison to a standard robot,this would provide a more cost friendly option for robotics that is more accessible ,by reducing the need for large power supplies to make it function as well as being able to print new parts using a standard 3d printer on site ,4,6,4,6,2,2,6,6,6,5,6,2,6,6,4,2,5,5,5,6,6,5,5,5,5,5,4,6,2,4,4,4,2,2,6,4,3,3,2,6,6,4,2,4,5,6,1,1,1,33,bioinspired,NA,NA,NA,NA,NA,21.6
217,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,2560,1440,1742,499,1742,1167,2,63b9d5da6b90172429bad8b9,tech-inspired,male,no,GB,doctorate,,I read the instructions,yes,Psychology,"Some of the points I made above apply here too, since higher economic sustainability would imply higher ecological sustainability (I think; I am not familiar with this distinction). So, for example, less wasteful production and simpler raw materials should go hand in hand with both economic and ecological sustainability. I am not sure there were any aspects of ecological sustainability over and above economic sustainability. ","I am less sure about social sustainability regarding soft robots. The only two points I can think of are (a) that they can be produced more cheaply and so would be more widely available (b) they can be produced at home (so they do not required specialised production resources, which may be available to fewer people). ","There were a few points during the video pointing to the expected higher economic sustainability aspect of soft robots: easier and less wasteful production; simpler raw materials; more modular design (the last would imply, I think, more exchangeability during models). Also, the soft robots appear well suited to a wider range of environments and tasks, so that fewer distinct models would be needed (here, I assume this higher efficiency translates to more economical and sustainable production). ",6,6,6,6,6,6,6,6,2,5,2,5,5,6,6,5,6,6,5,6,6,6,6,6,6,4,6,7,1,7,2,3,6,3,7,3,1,1,1,4,4,6,6,7,1,7,1,1,1,52,sustainable,NA,NA,NA,NA,NA,21.6
218,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,633,1,655b901b23209ae4a194a402,tech-inspired,female,no,GB,bachelors,None,I read the instructions,no,,"It is an energy-efficient operation, and is completely free of electronics","As it is made sustainability, it will not contain any materials that may cause harm to people, and is safe to use around people, particularly the most vulnerable in society, and it will improve productivity within society.","It is cost effective as it doesn't use electronics, and can be made with the assistance of a 3D printer from the comfort of your own home, reducing the amount of money spent on materials.",7,7,7,6,1,2,6,7,5,6,7,3,7,7,7,6,6,5,5,6,6,6,6,6,6,6,6,7,2,2,6,6,7,3,5,5,1,1,1,6,3,6,7,7,6,2,1,1,1,59,bioinspired,NA,NA,NA,NA,NA,21.6
221,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,738,1.25,5d352f8bb02857001963539a,bio-inspired,nonbinary,no,GB,bachelors,No,I read the instructions,no,,"They are much more environmentally friendly, 3D printed so they don't use any electronics and are suitable for bad environments. They are also resilient and don't wear easily so will not need to be replaced often, reducing strain on resources.",The soft robot walker relates to the social aspect of sustainability as there are many possible uses it can be put to to help people and reduce inequality.,The soft robot walkers are very economically sustainable as they are resistant to wear compared to conventional robots and also help reduce energy consumption.,6,5,5,6,3,2,4,7,3,5,5,4,6,6,5,3,5,4,5,5,2,6,5,4,4,4,4,7,3,4,4,5,6,5,7,1,2,4,3,6,6,7,5,7,1,1,1,1,1,25,bioinspired,NA,NA,NA,NA,NA,21.6
222,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-US,en-GB,Europe/London,0,1412,883,1404,499,1404,765,1.3600000143051147,5ea00c9769e0250009a479df,tech-inspired,female,no,GB,level_3,just thanks for educating me on the subject,I read the instructions,no,,Does not use metal for construction,"Not dependent on electricity, made from recycleable materials and can pick up and carry different shaped objects",Made using a 3D printer rather than machinery,2,2,5,1,5,3,5,7,5,6,5,4,7,7,5,3,4,4,5,6,5,6,6,4,5,5,5,5,4,3,4,4,5,3,5,6,4,3,3,6,6,4,5,7,7,5,1,1,1,82,bioinspired,NA,NA,NA,NA,NA,21.6
223,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.5 Safari/605.1.15",MacIntel,en-GB,en-GB,Europe/London,0,1710,1112,1710,497,1710,989,2,6765faff976fdcf31c7dbd98,bio-inspired,male,no,GB,bachelors,,I read the instructions,no,,"With the soft walker being made out of bio materials with bio circuits and using air pressure it seems absolutely brilliant for the environment. With the insect aspect, the soft walker produced en-masse could mimic certain insects ecological benefits, taking on the role of insects but 10x faster to get quicker results. And aiding the environment and helping it thrive in the long run.","Being made of bio materials and being less mechanical, means it integrates better with the human populace. Although it is quite clearly a robot regardless, they'd have to give its shell a natural finish as well which is the one thing we didn't see. It's outward appearance is really what will help it in this sector, even if that does seem superficial.","The soft robot looks like it has this in mind, it is very innovative taking ideas from the stick insect. It doesn't rely on electricity so it is less hazardous. On an economic level, could see these be used to help in building structures, although you'd need a really big 3D printer, or maybe it could be sent into a hazardous area to help humans.",7,7,4,7,1,5,5,7,5,5,7,3,7,7,6,4,5,4,4,6,3,6,4,4,4,3,7,7,1,7,7,7,7,1,7,4,1,1,1,5,4,7,5,7,4,4,1,1,1,35,sustainable,NA,NA,NA,NA,NA,21.6
224,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,730,1.25,5cf510ccb0bafb00161ffd56,tech-inspired,female,no,GB,level_3,,i read the instructions,no,,it will relate to ecological sustainability because it doesn't require any electricity and works purely off compressed air which is far more environmentally friendly than other robots i have seen.,"i feel that the shape, size and colour of the soft robot is suitable for everyone to use therefore it's not just aimed at any particular person/gender. it will go down well for people wanting to make positive sustainable choices",the soft robot works effectively using air which is economical as it's a natural source and it doesn't use a power source which isn't good for the environment. ,7,7,6,7,5,5,6,4,5,5,3,5,6,5,4,6,6,5,6,6,6,6,5,6,4,5,5,5,2,6,6,6,6,2,6,3,1,1,3,5,4,7,5,6,4,6,1,1,1,27,bioinspired,NA,NA,NA,NA,NA,21.6
226,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-GB,Europe/London,0,1366,768,1366,499,1366,681,1,60187851316976127d909f30,bio-inspired,female,no,GB,level_3,,I read the instructions,no,,To what I understand the soft robot uses air to move and not electric therefore does not use any of the earths precious resources.,What I can see is the soft robot can not harm anyone in anyway.  ,The soft robot is not made out of expensive components therefore can be made and replaced economically,7,7,6,6,4,2,6,7,7,4,6,2,7,7,6,5,5,5,6,6,5,5,5,4,5,4,4,4,4,1,4,4,3,4,5,6,2,7,4,5,4,5,4,4,5,4,1,1,1,45,bioinspired,NA,NA,NA,NA,NA,21.6
227,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,695,1.25,63a7036757c246aaa3ad90f5,tech-inspired,female,yes_some,GB,level_3,,I read the instructions,no,,By using sustainable and eco friendly products in its manufacturing. Recycling at end of life.,To ensure that these creations benefit society and in particular human's safety.,By using eco products in its development and 3D printing.,6,6,6,6,5,2,6,5,6,5,5,3,2,4,5,2,5,5,5,5,5,5,5,5,5,5,6,5,1,5,6,6,5,3,5,2,2,1,2,5,5,5,6,5,6,2,1,1,1,57,sustainable,NA,NA,NA,NA,NA,21.6
229,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1536,864,1528,499,1528,732,1.25,5978f6f009bdcf000153f43d,tech-inspired,male,no,GB,doctorate,Very engaging study.Thank you.,I read the instructions,no,,The soft robot walker may help the ecological aspect of sustainability by using less resources to build and maintain itself therefore saving natural resources and freely the pressure on the natural world.Less energy used means less fuel to power it which in turn aids the pressure on the natural world.,The soft robot walker could help the social aspect of sustainability by ensuring the safety of humans in areas where normally it is dangerous or hazardous to human life by being deployed in these areas thus ensuring greater safety for workers and other human activities.,The soft robot may help to conserve resources both material and man power by being less prone to wear and tear thanks to its soft body design.It uses less power by being controlled by air pressure via a hose which does not in the end use electricity.The robot can be manufactured by a 3d printer that could be set up in a home setting thus saving energy time and resources in its build.It could be used in areas where it is dangerous for humans to work in contributing to the safety and life of humans reducing the risk of harm greatly.,7,7,7,7,6,5,7,6,7,7,7,4,5,7,6,5,6,5,6,6,5,6,6,6,6,6,5,7,1,7,4,4,6,1,7,7,4,1,1,5,4,6,4,7,4,7,1,1,1,60,bioinspired,NA,NA,NA,NA,NA,21.6
230,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1560,1040,1560,499,1560,905,2,631623dc8a64a7f2d743deac,bio-inspired,male,no,GB,bachelors,"None, but this is a very exciting study, I enjoyed it.",I read the instructions,no,,"Because it doesn't involve any electrical circuitry, it does not depend on mining metals to make this, thus immune to the cause of pollution caused by metal minings. The materials used in the production can come from the trash that can be repurposed as a material for 3d printing making another sustainable solution for the trash that we make.",This will be cheaper to produce as it doe not need specialised and heavy equipment to make so products like this will be significant;y lower and affordable by many.,As this is a 3D printable product it can be an other way of making our trash into something useable and it does not require battery to operate. This would make it easier to maintain and cheaper to run.,6,7,7,7,6,5,6,7,4,6,5,6,7,7,6,6,6,6,6,6,6,6,5,6,5,6,7,4,2,2,6,6,7,1,7,3,1,2,4,5,4,7,6,7,2,5,1,1,1,56,bioinspired,NA,NA,NA,NA,NA,21.6
231,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,703,2.5,668db0a372d0c41c15a558ba,bio-inspired,female,no,GB,level_1,none,I read the instructions,no,,"Might be able to use smaller machines, for mining for example, so less damage to environment",Not at all relevant regarding this robot,The robot might be used in dangerous situations to extract recycleable materials. A modular unit means that parts can be interchanged and so less manufacturing of additional parts needed,2,4,2,2,1,1,6,6,7,5,7,2,6,6,6,2,5,5,5,5,6,4,3,2,3,4,2,5,3,1,1,4,6,5,7,7,3,5,3,6,4,5,1,6,3,6,1,1,1,58,sustainable,NA,NA,NA,NA,NA,21.6
232,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1912,499,1912,954,1,5a4a5db666e7880001de6366,tech-inspired,female,yes_some,GB,level_3,None,"""I read the instructions""",no,, The materials used for manufacturing robots using biodegradable materials,"Could help engage with connections with different types of people, i.e. assisting with aging population","Could help assisting with healthcare, i.e. rehabilitation and surgery ",5,6,6,7,4,4,1,4,4,2,3,4,4,4,2,2,5,5,5,5,5,4,5,4,5,4,4,5,4,4,6,6,6,5,5,5,4,5,4,6,5,5,5,6,4,5,1,1,1,56,sustainable,NA,NA,NA,NA,NA,21.6
233,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/18.6 Safari/605.1.15",MacIntel,en-GB,en-GB,Europe/London,0,1440,900,1440,497,1440,820,2,5d5167d1374c5d0001b56d8b,tech-inspired,female,yes_some,GB,level_4_5,The video was extremely slow ,I read the instructions,no,,The soft robot is made of easily obtained materials and is cheaper to make than conventional robots. It is more sustainable to our ecological processes. ,"The soft robot will be used in different establishments over time and will become visible in everyday life, providing education.",The soft Robot promotes sufficient use as it is 3D printed and is a fraction of a cost than conventional robots. Employment  will be decent as these types of robots will need to be made more obtainable to certain establishments growing long term economic resiliency ,6,6,6,6,3,3,4,5,7,4,5,3,5,6,6,4,4,4,4,5,5,1,2,3,1,3,3,5,2,1,5,5,6,5,6,3,2,2,5,6,6,5,5,6,5,5,1,1,1,56,bioinspired,NA,NA,NA,NA,NA,21.6
235,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36 Edg/143.0.0.0",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1912,499,1912,924,1,62b437a2dbff0b6b3d0121e4,bio-inspired,female,no,GB,bachelors,No it was straightforward,I read the instructions,yes,Psychology,"1. Reducing ecological environmental impact by using energy efficient components
2. By operating on renewable energy
This lowers their overall carbon footprint compared to conventional machines.","1. Improving quality of life by taking on tasks that are dangerous, repeptitive or physically demanding.
2. Supporting inclusive access to services such as elderly care, education services
3. Ethical Labor Transition such as human-robot collab rather than replacing people","1. Long-term cost efficiency by using less energy and materials and they also have long lifespans and low maintenance needs.
2. Rather than replacing jobs, sustainable robots like this could support new roles and support human collaboration.
3. Can also reduce risk and economic loss by predictive maintenance in infrastructure and industry, or improving workplace safety and reducing accidents",7,6,6,6,1,1,1,2,7,1,5,1,2,3,3,1,3,4,4,5,3,3,3,3,2,4,5,6,2,3,5,5,6,3,5,4,2,4,3,5,3,6,6,6,2,2,1,1,1,32,bioinspired,NA,NA,NA,NA,NA,21.6
236,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/128.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,2560,1440,1702,499,1702,1083,1,5bc1a04c471dff00016341e4,tech-inspired,male,yes_well,GB,level_4_5,,I read the instructions,no,,The materials that have created the robot can be good for ecological aspects of sustainability hopefully.,The robot can perform tasks that humans can make when it comes to social aspects of sustainability.,The economic impact can be positive because the robot can perform human like tasks of sustainability.,7,7,7,7,4,4,1,4,4,4,4,4,4,4,4,4,6,6,6,6,6,6,6,6,6,6,5,5,5,7,5,5,4,3,5,4,4,2,3,5,5,5,5,5,2,5,1,1,1,29,sustainable,NA,NA,NA,NA,NA,21.6
237,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,911,1,5d07ce4eb4fd5c001cee075c,tech-inspired,female,yes_some,GB,level_2,Very interesting. A pleasure to take part!,I read the instructions,no,,By using sustainable materials it helps the Earth's resources ,"Not sure, but it is more sustainable than a traditional robot",It is more economic because last longer,6,6,6,6,6,4,5,5,4,4,5,3,6,4,6,2,5,4,5,6,5,4,6,4,4,5,6,7,2,2,4,5,7,2,7,3,1,3,1,5,5,6,4,7,3,5,1,1,1,61,sustainable,NA,NA,NA,NA,NA,21.6
238,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1920,1080,1920,499,1920,911,1,5fb4f7b816ba5b1868ac6bd2,bio-inspired,male,no,GB,doctorate,,I read the instructions,yes,Clinical psychology,Reduced reliance on electronics which are a big consumers of resources. Not reliant on an electrical power source means less drain on environmental resources and easier production could reduce environmental toxins.,More accessibility to such a robot could enhance lives in a more sustainable way that would otherwise be out of reach for most people due to the inflexibility and cost of existing robots.,Lesser reliance on electronics and electrical power might make the product cheaper to manufacture. The unlimited expandability could mean more efficient use of resources and less disposable products. The ability to manufacture cheapy at hoe using a 3D printer also seems to have enhanced economic potential.,5,7,7,7,3,1,4,7,4,4,4,2,7,7,6,1,6,6,6,6,6,6,6,6,6,6,6,6,3,4,4,5,5,3,5,2,1,3,3,5,7,6,4,7,4,4,1,1,1,61,sustainable,NA,NA,NA,NA,NA,21.6
240,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-US,en-US,Europe/London,0,1536,864,1536,499,1536,730,1.25,5ad8dbe2e34a050001b83eac,tech-inspired,female,no,GB,level_4_5,,I read the instructions,no,,It is highly innovative due to being able to protect natural habitats and will positively benefit our planet,It is environmentally friendly as it does not contain any harmful materials and it will make a positive difference to people's lives.,"Highly innovative and totally unique, I love the fact that it promotes efficient resource use and will work in harmony with our planet.",7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,3,7,5,5,6,5,7,4,7,7,5,1,3,7,7,7,7,7,5,7,1,1,1,58,bioinspired,NA,NA,NA,NA,NA,21.6
241,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,730,1.25,66420f13760bbfe0ee3af466,tech-inspired,male,no,GB,level_3,,i read the instructions,no,,"Earths fragility is talked about daily in the news and on social media. Anything that helps the sustainability of the environment and its resources, has to be promoted and used in more widespread areas in the world.","the softbrobot walker can support social sustainability byimproving mobility for the elderly or disabled people, increasing independence and inclusion, giving a boost in quality of life, while reducing yhe need for caregivers.",Being cheap to make and using readily available materials is great for future generations. The chance to include recycled materials would be great for efficiency if capable of using them. ,7,7,7,7,4,1,6,6,7,6,6,5,5,5,5,4,6,5,6,5,5,5,5,4,5,6,6,6,1,5,5,6,7,5,7,2,1,1,1,6,5,7,7,7,2,6,1,1,1,59,bioinspired,NA,NA,NA,NA,NA,21.6
242,"Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",Linux x86_64,en-GB,en-US,Europe/London,0,1536,864,1536,499,1536,695,1.25,60b932147633bf0dd446941e,tech-inspired,male,no,GB,level_2,,""" read the instructions""",no,,"Well it would cut down on machining and oil based technologies which have an adverse effect on the environment, it still uses plastic hoses which isn't good but it is a lot cleaner than conventional robots.",The soft robot could provide free or cheap access to workable safe robots for communities under the poverty line.,Its cheap to build and run and is powered by compressed air.,6,7,6,7,4,4,7,7,3,7,7,2,7,7,7,7,5,5,5,5,5,5,5,5,4,5,6,6,2,6,3,2,6,4,6,7,2,1,2,6,4,6,2,6,2,5,1,1,1,50,sustainable,NA,NA,NA,NA,NA,21.6
243,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.6 Safari/605.1.15",MacIntel,en-GB,en-GB,Europe/London,0,1440,900,1440,497,1440,820,2,66718bbb61a1ad0225968d18,tech-inspired,female,no,GB,bachelors,NA,I read the instructions,no,,"Im not sure how this would relate directly, unless it serves a purpose that could help ecosystems.If the capability of the soft robot were programmed in a way to support ecological advancements then yes it could help very much. ","Again, i'm not sure how a soft robot affects social aspects of social sustainability unless its learning supported to help people learn or develop upon a skill while using the soft robot. So interns of education it could foster that. ",It is using material that are already existing and do not require new parts etc to be made then maybe it could work on that economical stand point. Its design seams very innovative so it could be made in a more sustainable way that limits the need of mass production for the time being. ,4,5,4,5,3,4,4,5,5,3,4,5,4,3,3,3,3,4,3,5,3,4,3,3,3,5,2,4,6,2,2,2,3,5,3,6,5,6,4,5,5,2,4,4,6,6,1,1,1,27,bioinspired,NA,NA,NA,NA,NA,21.6
244,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/142.0.0.0 Safari/537.36",MacIntel,en-GB,en-GB,Europe/London,0,1710,1107,1710,499,1710,985,2,5c406396e144310001072059,bio-inspired,female,no,GB,bachelors,,I read the instructions,no,,"Ecological aspect: I agree that the soft robot helps the environment by using less energy and lighter materials compared to the traditional machines. Plus fact its more adaptable, means its more gentle movement will reduce damage to natural areas. ",Social aspect: I agree that the soft walker supports this because it can be used in so many ways. It can for example improve people's quality of life by helping those who have mobiliity issues move more safely and more importantly independently. ,"Economic aspect: i agree that the soft walker supports this because it reduces costs - traditional robots require so much more money, and on top of that can easily damage compared to these soft robots that are more adaptable. Besides that, it does support long term economic growth through innovation. ",6,6,6,6,3,4,5,5,6,5,5,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,5,6,4,5,3,4,4,4,6,5,5,4,6,3,4,1,1,1,28,bioinspired,NA,NA,NA,NA,NA,21.6
246,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/143.0.0.0 Safari/537.36",Win32,en-GB,en-GB,Europe/London,0,1536,864,1536,499,1536,730,1.25,5f6f2da91b5cc64887afd65d,bio-inspired,male,no,GB,bachelors,,I read the instructions,no,,I don't really have a particular view on this. Some of the functions may reduce the need to use tools that need more energy to operate and that is a definite plus. It may also be generally more sustainable in terms of resistance to damage and have a positive impact in that sense,If this was included in the video i can't recall it.  If costs are kept down then access for more people may be achievable. ,If it turns out to be cheaper to produce than that will have benefits as long as the production cycle still facilitates reasonable living wages while ensuring company profits.,5,5,4,5,5,5,5,7,4,4,5,5,7,7,6,4,4,4,4,5,5,5,5,4,5,5,5,5,1,2,4,5,6,1,5,5,2,3,2,4,5,5,6,5,5,6,1,1,1,60,sustainable,NA,NA,NA,NA,NA,21.6
